kode,nama
35.24.09.2003,kendal
35.24.09.2004,keting
35.24.09.2005,ngarum
35.24.09.2006,kebalankulon
35.24.09.2007,kudikan
35.24.09.2008,jugo
35.24.09.2009,manyar
35.24.09.2010,trosono
35.24.09.2011,latek
35.24.09.2012,miru
35.24.09.2013,sekaran
35.24.09.2014,moro
35.24.09.2015,karang
35.24.09.2016,kembangan
35.24.09.2017,siman
35.24.09.2018,bulutengger
35.24.09.2019,porodeso
35.24.09.2020,bugel
35.24.09.2021,sungegeneng
35.24.10,maduran
35.24.10.2001,duriwetan
35.24.10.2002,taji
35.24.10.2003,brumbun
35.24.10.2004,siwuran
35.24.10.2005,klagensrampat
35.24.10.2006,pangean
35.24.10.2007,maduran
35.24.10.2008,jangkungsomo
35.24.10.2009,parengan
35.24.10.2010,pangkatrejo
35.24.10.2011,kanugrahan
35.24.10.2012,gumantuk
35.24.10.2013,ngayung
35.24.10.2014,pringgoboyo
35.24.10.2015,gedangan
35.24.10.2016,turi
35.24.10.2017,blumbang
35.24.11,sambeng
35.24.11.2001,sidokumpul
35.24.11.2002,pasarlegi
35.24.11.2003,semampirejo
35.24.11.2004,wateswinangun
35.24.11.2005,sumbersari
35.24.11.2006,pataan
35.24.11.2007,tenggiring
35.24.11.2008,garung
35.24.11.2009,wonorejo
35.24.11.2010,ardirejo
35.24.11.2011,sekidang
35.24.11.2012,kedungwangi
35.24.11.2013,jatipandak
35.24.11.2014,candisari
35.24.11.2015,nogojatisari
35.24.11.2016,pamotan
35.24.11.2017,wudi
35.24.11.2018,barurejo
35.24.11.2019,kedungbanjar
35.24.11.2020,gempolmanis
35.24.11.2021,selorejo
35.24.11.2022,kreteranggon
35.24.12,sugio
35.24.12.2001,sidobogem
35.24.12.2002,kalitengah
35.24.12.2003,kedungdadi
35.24.12.2004,sidorejo
35.24.12.2005,kedungbanjar
35.24.12.2006,bedingin
35.24.12.2007,bakalrejo
35.24.12.2008,gondanglor
35.24.12.2009,pangkatrejo
35.24.12.2010,karangsambigalih
35.24.12.2011,supenuh
35.24.12.2012,lebakadi
35.24.12.2013,deketagung
35.24.12.2014,jubellor
35.24.12.2015,sugio
35.24.12.2016,daliwangun
35.24.12.2017,jubelkidul
35.24.12.2018,lawanganagung
35.24.12.2019,kalipang
35.24.12.2020,german
35.24.12.2021,sekarbagus
35.24.13,pucuk
35.24.13.2001,pucuk
35.24.13.2002,gempolpading
35.24.13.2003,kesambi
35.24.13.2004,plososetro
35.24.13.2005,wanar
35.24.13.2006,karangtinggil
35.24.13.2007,warukulon
35.24.13.2008,waruwetan
35.24.13.2009,kedali
35.24.13.2010,paji
35.24.13.2011,sumberjo
35.24.13.2012,cungkup
35.24.13.2013,bugoharjo
35.24.13.2014,ngambeg
35.24.13.2015,babatkumpul
35.24.13.2016,tanggungan
35.24.13.2017,padenganploso
35.24.14,paciran
35.24.14.1001,blimbing
35.24.14.2002,kandangsemangkon
35.24.14.2003,paciran
35.24.14.2004,sumurgayam
35.24.14.2005,sendangagung
35.24.14.2006,sendangduwur
35.24.14.2007,tunggul
35.24.14.2008,kranji
35.24.14.2009,drajat
35.24.14.2010,banjarwati
35.24.14.2011,kemantren
35.24.14.2012,sidokelar
35.24.14.2013,tlogosadang
35.24.14.2014,paloh
35.24.14.2015,weru
35.24.14.2016,sidokumpul
35.24.14.2017,warulor
35.24.15,solokuro
35.24.15.2001,dadapan
35.24.15.2002,tebluru
35.24.15.2003,sugihan
35.24.15.2004,tenggulun
35.24.15.2005,payaman
35.24.15.2006,solokuro
35.24.15.2007,takerharjo
35.24.15.2008,dagan
35.24.15.2009,banyubang
35.24.15.2010,bluri
35.24.16,mantup
35.24.16.2001,sukobendu
35.24.16.2002,tunggunjagir
35.24.16.2003,sumberbendo
35.24.16.2004,mantup
35.24.16.2005,kedukbembem
35.24.16.2006,sumberdadi
35.24.16.2007,kedungsoko
35.24.16.2008,tugu
35.24.16.2009,sukosari
35.24.16.2010,sumberagung
35.24.16.2011,sidomulyo
35.24.16.2012,mojosari
35.24.16.2013,plabuhanrejo
35.24.16.2014,sumberkerep
35.24.16.2015,rumpuk
35.24.17,sukodadi
35.24.17.2001,siwalanrejo
35.24.17.2002,kebonsari
35.24.17.2003,sukolilo
35.24.17.2004,pajangan
35.24.17.2005,kadungrembug
35.24.17.2006,sumberagung
35.24.17.2007,sukodadi
35.24.17.2008,sumberaji
35.24.17.2009,menongo
35.24.17.2010,madulegi
35.24.17.2011,banjarejo
35.24.17.2012,plumpang
35.24.17.2013,bandungsari
35.24.17.2014,sidogembul
35.24.17.2015,balongtawun
35.24.17.2016,gedangan
35.24.17.2017,tlogorejo
35.24.17.2018,baturono
35.24.17.2019,surabayan
35.24.17.2020,sugihrejo
35.24.18,karanggeneng
35.24.18.2001,bantengputih
35.24.18.2002,karangrejo
35.24.18.2003,latukan
35.24.18.2004,guci
35.24.18.2005,kaligerman
35.24.18.2006,sungelebak
35.24.18.2007,prijekngablak
35.24.18.2008,tracal
35.24.18.2009,sonoadi
35.24.18.2010,kalanganyar
35.24.18.2011,banjarmadu
35.24.18.2012,kendalkemlagi
35.24.18.2013,kawistolegi
35.24.18.2014,jagran
35.24.18.2015,karangwungu
35.24.18.2016,sumberwudi
35.24.18.2017,karanggeneng
35.24.18.2018,mertani
35.24.19,kembangbahu
35.24.19.2001,tlogoagung
35.24.19.2002,kedungmegarih
35.24.19.2003,sidomukti
35.24.19.2004,sukosongo
35.24.19.2005,kaliwates
35.24.19.2006,kedungasri
35.24.19.2007,doyomulyo
35.24.19.2008,kembangbahu
35.24.19.2009,maor
35.24.19.2010,moronyamplung
35.24.19.2011,mangkujajar
35.24.19.2012,puter
35.24.19.2013,pelang
35.24.19.2014,dumpiagung
35.24.19.2015,randubener
35.24.19.2016,lopang
35.24.19.2017,gintungan
35.24.19.2018,katemas
35.24.20,kalitengah
35.24.20.2001,pucangro
35.24.20.2002,pucangtelu
35.24.20.2003,somosari
35.24.20.2004,jelakcatur
35.24.20.2005,mungli
35.24.20.2006,pengangsalan
35.24.20.2007,dibee
35.24.20.2008,butungan
35.24.20.2009,lukrejo
35.24.20.2010,tiwet
35.24.20.2011,blajo
35.24.20.2012,kalitengah
35.24.20.2013,gambuhan
35.24.20.2014,cluring
35.24.20.2015,bojoasri
35.24.20.2016,kediren
35.24.20.2017,kuluran
35.24.20.2018,canditunggal
35.24.20.2019,sugihwaras
35.24.20.2020,tunjungmekar
35.24.21,turi
35.24.21.2001,geger
35.24.21.2002,badurame
35.24.21.2003,karangwedoro
35.24.21.2004,wangunrejo
35.24.21.2005,putatkumpul
35.24.21.2006,keben
35.24.21.2007,sukoanyar
35.24.21.2008,kemlagigede
35.24.21.2009,turi
35.24.21.2010,kemlagilor
35.24.21.2011,sukorejo
35.24.21.2012,tawangrejo
35.24.21.2013,bambang
35.24.21.2014,pomahanjanggan
35.24.21.2015,tambakploso
35.24.21.2016,balun
35.24.21.2017,ngujungrejo
35.24.21.2018,kepudibener
35.24.21.2019,gedungboyountung
35.24.22,lamongan
35.24.22.2001,rancangkencono
35.24.22.2002,karanglangit
35.24.22.2003,pangkatrejo
35.24.22.2004,kebet
35.24.22.2005,sendangrejo
35.24.22.2006,sumberjo
35.24.22.2007,tanjung
35.24.22.2008,plosowahyu
35.24.22.2009,wajik
35.24.22.2010,kramat
35.24.22.2011,made
35.24.22.1012,sukorejo
35.24.22.1013,sukomulyo
35.24.22.1014,sidoharjo
35.24.22.1015,tumenggungan
35.24.22.2016,sidomukti
35.24.22.1017,sidokumpul
35.24.22.1018,tlogoanyar
35.24.22.1019,jetis
35.24.22.1020,banjarmendalan
35.24.23,tikung
35.24.23.2001,wonokromo
35.24.23.2002,soko
35.24.23.2003,guminingrejo
35.24.23.2004,bakalanpule
35.24.23.2005,takeranklating
35.24.23.2006,kelorarum
35.24.23.2007,jotosanur
35.24.23.2008,pengumbulanadi
35.24.23.2009,jatirejo
35.24.23.2010,dukuhagung
35.24.23.2011,tambakrigadung
35.24.23.2012,botoputih
35.24.23.2013,balongwangi
35.24.24,karangbinangun
35.24.24.2001,waruk
35.24.24.2002,sukorejo
35.24.24.2003,karanganom
35.24.24.2004,somowinangun
35.24.24.2005,ketapangtelu
35.24.24.2006,mayong
35.24.24.2007,palangan
35.24.24.2008,blawi
35.24.24.2009,banjarejo
35.24.24.2010,putatbangah
35.24.24.2011,banyuurip
35.24.24.2012,pendowolimo
35.24.24.2013,baranggayam
35.24.24.2014,watangpanjang
35.24.24.2015,sambopinggir
35.24.24.2016,priyoso
35.24.24.2017,windu
35.24.24.2018,bogobabadan
35.24.24.2019,gawerejo
35.24.24.2020,kuro
35.24.24.2021,karangbinangun
35.24.25,deket
35.24.25.2001,sidorejo
35.24.25.2002,dlanggu
35.24.25.2003,laladan
35.24.25.2004,deketkulon
35.24.25.2005,deketwetan
35.24.25.2006,sugihwaras
35.24.25.2007,dinoyo
35.24.25.2008,sidomulyo
35.24.25.2009,rejosari
35.24.25.2010,pandanpancur
35.24.25.2011,sidobinangun
35.24.25.2012,babatagung
35.24.25.2013,tukkerto
35.24.25.2014,weduni
35.24.25.2015,rejotengah
35.24.25.2016,srirande
35.24.25.2017,plosobuden
35.24.26,glagah
35.24.26.2001,soko
35.24.26.2002,morocalan
35.24.26.2003,gempolpendowo
35.24.26.2004,pasi
35.24.26.2005,rayunggumuk
35.24.26.2006,menganti
35.24.26.2007,margoanyar
35.24.26.2008,began
35.24.26.2009,mendogo
35.24.26.2010,kentong
35.24.26.2011,sudangan
35.24.26.2012,medang
35.24.26.2013,duduklor
35.24.26.2014,glagah
35.24.26.2015,wangen
35.24.26.2016,tanggungprigel
35.24.26.2017,karangagung
35.24.26.2018,bangkok
35.24.26.2019,jatirenggo
35.24.26.2020,bapuhbaru
35.24.26.2021,bapuhbandung
35.24.26.2022,meluntur
35.24.26.2023,konang
35.24.26.2024,dukuhtunggal
35.24.26.2025,panggang
35.24.26.2026,wonorejo
35.24.26.2027,wedoro
35.24.26.2028,karangturi
35.24.26.2029,meluwur
35.24.27,sarirejo
35.24.27.2001,kedungkumpul
35.24.27.2002,dermolemahbang
35.24.27.2003,simbatan
35.24.27.2004,sumberjo
35.24.27.2005,canggah
35.24.27.2006,beru
35.24.27.2007,tambakmenjangan
35.24.27.2008,gempoltukmloko
35.24.27.2009,sarirejo
35.25,kab. gresik
35.25.01,dukun
35.25.01.2001,sawo
35.25.01.2002,karangcangkring
35.25.01.2003,gedongkedo'an
35.25.01.2004,bulangan
35.25.01.2005,wonokerto
35.25.01.2006,bangeran
35.25.01.2007,lowayu
35.25.01.2008,petiyin tunggal
35.25.01.2009,tirem enggal
35.25.01.2010,tebuwung
35.25.01.2011,dukuh kembar
35.25.01.2012,madumulyorejo
35.25.01.2013,mentaras
35.25.01.2014,baron
35.25.01.2015,jrebeng
35.25.01.2016,mojopetung
35.25.01.2017,sekargadung
35.25.01.2018,ima'an
35.25.01.2019,babakbawo
35.25.01.2020,babaksari
35.25.01.2021,sambogunung
35.25.01.2022,sembungan kidul
35.25.01.2023,sembunganyar
35.25.01.2024,kalirejo
35.25.01.2025,padang bandung
35.25.01.2026,dukunanyar
35.25.02,balongpanggang
35.25.02.2001,jombangdelik
35.25.02.2002,brangkal
35.25.02.2003,ngampel
35.25.02.2004,bandungsekaran
35.25.02.2005,babatan
35.25.02.2006,tanahlandean
35.25.02.2007,kedungsumber
35.25.02.2008,wonorejo
35.25.02.2009,dapet
35.25.02.2010,dohoagung
35.25.02.2011,mojogede
35.25.02.2012,tenggor
35.25.02.2013,wahas
35.25.02.2014,kedungpring
35.25.02.2015,sekarputih
35.25.02.2016,pinggir
35.25.02.2017,karangsemanding
35.25.02.2018,pacuh
35.25.02.2019,balongpanggang
35.25.02.2020,wotansari
35.25.02.2021,pucung
35.25.02.2022,klotok
35.25.02.2023,ngasin
35.25.02.2024,banjaragung
35.25.02.2025,ganggang
35.25.03,panceng
35.25.03.2001,pantenan
35.25.03.2002,sumurber
35.25.03.2003,siwalan
35.25.03.2004,ketanen
35.25.03.2005,banyutengah
35.25.03.2006,serah
35.25.03.2007,surowiti
35.25.03.2008,prupuh
35.25.03.2009,campurejo
35.25.03.2010,sukodono
35.25.03.2011,dalegan
35.25.03.2012,petung
35.25.03.2013,wotan
35.25.03.2014,doudo
35.25.04,benjeng
35.25.04.2001,karangankidul
35.25.04.2002,sedapur klagen
35.25.04.2003,deliksumber
35.25.04.2004,lundo
35.25.04.2005,kalipadang
35.25.04.2006,kedungrukem
35.25.04.2007,balungtunjung
35.25.04.2008,munggugebang
35.25.04.2009,balongmojo
35.25.04.2010,bulangkulon
35.25.04.2011,banter
35.25.04.2012,sirnoboyo
35.25.04.2013,munggugianti
35.25.04.2014,klampok
35.25.04.2015,metatu
35.25.04.2016,bengkelolor
35.25.04.2017,gurangploso
35.25.04.2018,kedungsekar
35.25.04.2019,dermo
35.25.04.2020,jogodalu
35.25.04.2021,jatirembe
35.25.04.2022,bulurejo
35.25.04.2023,punduttrate
35.25.05,duduksampeyan
35.25.05.2001,panjunan
35.25.05.2002,kandangan
35.25.05.2003,pandanan
35.25.05.2004,tumapel
35.25.05.2005,tambakrejo
35.25.05.2006,glanggang
35.25.05.2007,palebon
35.25.05.2008,setrohadi
35.25.05.2009,bendungan
35.25.05.2010,sumengko
35.25.05.2011,wadak lor
35.25.05.2012,wadak kidul
35.25.05.2013,petisbenem
35.25.05.2014,duduksampeyan
35.25.05.2015,gredek
35.25.05.2016,kramat
35.25.05.2017,sumari
35.25.05.2018,samirplapan
35.25.05.2019,kawistowindu
35.25.05.2020,kemudi
35.25.05.2021,tebaloan
35.25.05.2022,tirem
35.25.05.2023,ambeng - ambeng watangrejo
35.25.06,wringinanom
35.25.06.2001,kepuhklagen
35.25.06.2002,sumbergede
35.25.06.2003,mondoluku
35.25.06.2004,kedunganyar
35.25.06.2005,sumberwaru
35.25.06.2006,kesambenkulon
35.25.06.2007,sumberame
35.25.06.2008,sembung
35.25.06.2009,sooko
35.25.06.2010,wringinanom
35.25.06.2011,pedagangan
35.25.06.2012,lebanisuko
35.25.06.2013,lebaniwaras
35.25.06.2014,watestanjung
35.25.06.2015,sumengko
35.25.06.2016,pasinanlemahputih
35.25.07,ujungpangkah
35.25.07.2001,pangkahkulon
35.25.07.2002,cangaan
35.25.07.2003,ngemboh
35.25.07.2004,sekapuk
35.25.07.2005,gosari
35.25.07.2006,banyuurip
35.25.07.2007,kebonagung
35.25.07.2008,pangkahwetan
35.25.07.2009,bolo
35.25.07.2010,glatik
35.25.07.2011,karangrejo
35.25.07.2012,ketapanglor
35.25.07.2013,tanjangawan
35.25.08,kedamean
35.25.08.2001,mojowuku
35.25.08.2002,glindah
35.25.08.2003,sidoraharjo
35.25.08.2004,tulung
35.25.08.2005,cermen
35.25.08.2006,lampah
35.25.08.2007,slempit
35.25.08.2008,turirejo
35.25.08.2009,belahanrejo
35.25.08.2010,menunggal
35.25.08.2011,tanjung
35.25.08.2012,katimoho
35.25.08.2013,banyuurip
35.25.08.2014,kedamean
35.25.08.2015,ngepung
35.25.09,sidayu
35.25.09.2001,sukorejo
35.25.09.2002,gedangan
35.25.09.2003,wadeng
35.25.09.2004,lasem
35.25.09.2005,kertosono
35.25.09.2006,sambipondok
35.25.09.2007,raci kulon
35.25.09.2008,golokan
35.25.09.2009,raci tengah
35.25.09.2010,purwodadi
35.25.09.2011,sidomulyo
35.25.09.2012,srowo
35.25.09.2013,kauman
35.25.09.2014,bunderan
35.25.09.2015,asempapak
35.25.09.2016,mriyunan
35.25.09.2017,mojoasem
35.25.09.2018,sedagaran
35.25.09.2019,ngawen
35.25.09.2020,pengulu
35.25.09.2021,randuboto
35.25.10,manyar
35.25.10.2001,tanggulrejo
35.25.10.2002,morobakung
35.25.10.2003,pejangganan
35.25.10.2004,gumeno
35.25.10.2005,sumberejo
35.25.10.2006,ngampel
35.25.10.2007,betoyokauman
35.25.10.2008,sembayat
35.25.10.2009,betoyoguci
35.25.10.2010,leran
35.25.10.2011,tebalo
35.25.10.2012,karangrejo
35.25.10.2013,banyuwangi
35.25.10.2014,manyarejo
35.25.10.2015,manyar sidomukti
35.25.10.2016,manyar sidorukun
35.25.10.2017,banjarsari
35.25.10.2018,suci
35.25.10.2019,paganden
35.25.10.2020,pongangan
35.25.10.2021,sukomulyo
35.25.10.2022,yosowilangun
35.25.10.2023,roomo
35.25.11,cerme
35.25.11.2001,dadapkuning
35.25.11.2002,lengkong
35.25.11.2003,kandangan
35.25.11.2004,dooro
35.25.11.2005,dampaan
35.25.11.2006,ngembung
35.25.11.2007,sukoanyar
35.25.11.2008,gedangkulud
35.25.11.2009,wedani
35.25.11.2010,dungus
35.25.11.2011,guranganyar
35.25.11.2012,kambingan
35.25.11.2013,morowudi
35.25.11.2014,betiting
35.25.11.2015,ngabetan
35.25.11.2016,padeg
35.25.11.2017,iker - iker geger
35.25.11.2018,semampir
35.25.11.2019,cagakagung
35.25.11.2020,cerme kidul
35.25.11.2021,cerme lor
35.25.11.2022,pandu
35.25.11.2023,banjarsari
35.25.11.2024,tambakberas
35.25.11.2025,jono
35.25.12,bungah
35.25.12.2001,sidomukti
35.25.12.2002,mojopurogede
35.25.12.2003,mojopurowetan
35.25.12.2004,melirang
35.25.12.2005,sidorejo
35.25.12.2006,raciwetan
35.25.12.2007,masangan
35.25.12.2008,sidokumpul
35.25.12.2009,pegundan
35.25.12.2010,sukowati
35.25.12.2011,abar- abir
35.25.12.2012,bungah
35.25.12.2013,kemangi
35.25.12.2014,kisik
35.25.12.2015,gumeng
35.25.12.2016,sukorejo
35.25.12.2017,indrodelik
35.25.12.2018,bedanten
35.25.12.2019,sungonlegowo
35.25.12.2020,tanjung widoro
35.25.12.2021,watuagung
35.25.12.2022,kramat
35.25.13,menganti
35.25.13.2001,beton
35.25.13.2002,pranti
35.25.13.2003,gadingwatu
35.25.13.2004,bringkang
35.25.13.2005,boteng
35.25.13.2006,putatlor
35.25.13.2007,domas
35.25.13.2008,mojotengah
35.25.13.2009,boboh
35.25.13.2010,sidojangkung
35.25.13.2011,hendrosari
35.25.13.2012,pelemwatu
35.25.13.2013,menganti
35.25.13.2014,hulaan
35.25.13.2015,kepatihan
35.25.13.2016,gempolkurung
35.25.13.2017,drancang
35.25.13.2018,sidowungu
35.25.13.2019,randupadangan
35.25.13.2020,setro
35.25.13.2021,pengalangan
35.25.13.2022,laban
35.25.14,kebomas
35.25.14.2001,dahanrejo
35.25.14.2002,kembangan
35.25.14.2003,kedayang
35.25.14.2004,randuagung
35.25.14.2005,klangonan
35.25.14.1006,gulomantung
35.25.14.2007,sukorejo
35.25.14.1008,sidomukti
35.25.14.2009,giri
35.25.14.1010,kebomas
35.25.14.1011,kawis anyar
35.25.14.1012,ngargosari
35.25.14.2013,segoromadu
35.25.14.1014,gending
35.25.14.1015,sidomoro
35.25.14.1016,tenggulunan
35.25.14.1017,singosari
35.25.14.2018,karangkiring
35.25.14.1019,indro
35.25.14.2020,prambangan
35.25.14.2021,sekarkurung
35.25.15,driyorejo
35.25.15.2001,karangandong
35.25.15.2002,banjaran
35.25.15.2003,krikilan
35.25.15.2004,mojosari rejo
35.25.15.2005,tanjungan
35.25.15.2006,anom
35.25.15.2007,sumput
35.25.15.2008,kesamben wetan
35.25.15.2009,randegansari
35.25.15.2010,tenaru
35.25.15.2011,driyorejo
35.25.15.2012,petiken
35.25.15.2013,cangkir
35.25.15.2014,gadung
35.25.15.2015,mulung
35.25.15.2016,bambe
35.25.16,gresik
35.25.16.1001,ngipik
35.25.16.1002,tlogo pojok
35.25.16.1003,karang turi
35.25.16.1004,tlogo patut
35.25.16.1005,sukorame
35.25.16.1006,lumpur
35.25.16.1007,karang poh
35.25.16.1008,trate
35.25.16.2009,tlogobendung
35.25.16.1010,sido kumpul
35.25.16.1011,bedilan
35.25.16.1012,sukodono
35.25.16.1013,kemuteran
35.25.16.1014,pekelingan
35.25.16.1015,kroman
35.25.16.1016,kebungson
35.25.16.1017,pekauman
35.25.16.2018,gapuro sukolilo
35.25.16.2019,pulopancikan
35.25.16.2020,kramatinggil
35.25.16.2021,sidorukun
35.25.17,sangkapura
35.25.17.2001,dekatagung
35.25.17.2002,kumalasa
35.25.17.2003,suwari
35.25.17.2004,pudakitbarat
35.25.17.2005,pudakittimur
35.25.17.2006,lebak
35.25.17.2007,bululanjang
35.25.17.2008,patarselamat
35.25.17.2009,kotakusuma
35.25.17.2010,sungaiteluk
35.25.17.2011,gunungteguh
35.25.17.2012,sawahmulya
35.25.17.2013,sungairujing
35.25.17.2014,balikterus
35.25.17.2015,kebontelukdalam
35.25.17.2016,sidogedungbatu
35.25.17.2017,daun
35.25.18,tambak
35.25.18.2001,gelam
35.25.18.2002,sukaoneng
35.25.18.2003,sukalela
35.25.18.2004,pekalongan
35.25.18.2005,tambak
35.25.18.2006,telukjatidawang
35.25.18.2007,klumpanggubug
35.25.18.2008,grejeg
35.25.18.2009,tanjungori
35.25.18.2010,peromaan
35.25.18.2011,diponggo
35.25.18.2012,kepuhteluk
35.25.18.2013,kepuhlegundi
35.26,kab. bangkalan
35.26.01,bangkalan
35.26.01.1001,mlajah
35.26.01.1002,kemayoran
35.26.01.1003,pangeranan
35.26.01.1004,demangan
35.26.01.1005,kraton
35.26.01.1006,pejagan
35.26.01.1007,bancaran
35.26.01.2008,sembilangan
35.26.01.2009,ujung piring
35.26.01.2010,kramat
35.26.01.2011,martajasah
35.26.01.2012,sabiyan
35.26.01.2013,gebang
35.26.02,socah
35.26.02.2001,socah
35.26.02.2002,keleyan
35.26.02.2003,bilaporah
35.26.02.2004,parseh
35.26.02.2005,jaddih
35.26.02.2006,buluh
35.26.02.2007,junganyar
35.26.02.2008,dakiring
35.26.02.2009,petaonan
35.26.02.2010,pernajuh
35.26.02.2011,saggra agung
35.26.03,burneh
35.26.03.2001,burneh
35.26.03.2002,langkap
35.26.03.2003,banangkah
35.26.03.2004,alaskembang
35.26.03.1005,tunjung
35.26.03.2006,arok
35.26.03.2007,kapor
35.26.03.2008,sobih
35.26.03.2009,pangolangan
35.26.03.2010,binoh
35.26.03.2011,perreng
35.26.03.2012,jambuh
35.26.04,kamal
35.26.04.2001,kamal
35.26.04.2002,banyuajuh
35.26.04.2003,gili barat
35.26.04.2004,gili timur
35.26.04.2005,gili anyar
35.26.04.2006,telang
35.26.04.2007,pendabah
35.26.04.2008,tajungan
35.26.04.2009,kebun
35.26.04.2010,tangjungjati
35.26.05,arosbaya
35.26.05.2001,arosbaya
35.26.05.2002,tengket
35.26.05.2003,lajing
35.26.05.2004,balung
35.26.05.2005,glagga
35.26.05.2006,pandan lanjang
35.26.05.2007,batonaong
35.26.05.2008,ombul
35.26.05.2009,karang duwak
35.26.05.2010,berbeluk
35.26.05.2011,buduran
35.26.05.2012,tambegan
35.26.05.2013,cendagah
35.26.05.2014,mangkon
35.26.05.2015,karang pao
35.26.05.2016,makam agung
35.26.05.2017,dlemer
35.26.05.2018,plakaran
35.26.06,geger
35.26.06.2001,kombangan
35.26.06.2002,banyoneng laok
35.26.06.2003,katol barat
35.26.06.2004,dabung
35.26.06.2005,lerpak
35.26.06.2006,geger
35.26.06.2007,togubang
35.26.06.2008,batobella
35.26.06.2009,kampak
35.26.06.2010,campor
35.26.06.2011,kompol
35.26.06.2012,tegar priyah
35.26.06.2013,banyoneng dajah
35.26.07,klampis
35.26.07.2001,klampis barat
35.26.07.2002,bulukagung
35.26.07.2003,mrandung
35.26.07.2004,tobaddung
35.26.07.2005,tolbuk
35.26.07.2006,moarah
35.26.07.2007,ra'as
35.26.07.2008,polongan
35.26.07.2009,karang asem
35.26.07.2010,trogan
35.26.07.2011,bulung
35.26.07.2012,banteyan
35.26.07.2013,bragang
35.26.07.2014,lergunong
35.26.07.2015,panyaksagan
35.26.07.2016,manonggal
35.26.07.2017,bator
35.26.07.2018,klampis timur
35.26.07.2019,tenggun dajah
35.26.07.2020,larangan sorjan
35.26.07.2021,larangan glintong
35.26.07.2022,ko'ol
35.26.08,sepulu
35.26.08.2001,sepulu
35.26.08.2002,maneron
35.26.08.2003,gangseyan
35.26.08.2004,klapayan
35.26.08.2005,bangsereh
35.26.08.2006,kelbung
35.26.08.2007,saplasah
35.26.08.2008,genelap
35.26.08.2009,klabetan
35.26.08.2010,banyior
35.26.08.2011,prancak
35.26.08.2012,labuhan
35.26.08.2013,tanagura barat
35.26.08.2014,lembung paseser
35.26.08.2015,tanagura timur
35.26.09,tanjung bumi
35.26.09.2001,paseseh
35.26.09.2002,bumi anyar
35.26.09.2003,tambak pocok
35.26.09.2004,larangan timur
35.26.09.2005,bungkeng
35.26.09.2006,bandang dajah
35.26.09.2007,tagungguh
35.26.09.2008,planggiran
35.26.09.2009,aeng taber
35.26.09.2010,banyusangka
35.26.09.2011,tlangoh
35.26.09.2012,macajah
35.26.09.2013,tanjung bumi
35.26.09.2014,telaga biru
35.26.10,kokop
35.26.10.2001,dupok
35.26.10.2002,bandasoleh
35.26.10.2003,batokorogan
35.26.10.2004,tramok
35.26.10.2005,katol timur
35.26.10.2006,lembung gunong
35.26.10.2007,ampara'an
35.26.10.2008,kokop
35.26.10.2009,tlokoh
35.26.10.2010,durjan
35.26.10.2011,mano'an
35.26.10.2012,mandung
35.26.10.2013,bandang laok
35.26.11,kwanyar
35.26.11.2001,pesanggrahan
35.26.11.2002,kwanyar barat
35.26.11.2003,ketetang
35.26.11.2004,dlemer
35.26.11.2005,morombuh
35.26.11.2006,tebul
35.26.11.2007,karang anyar
35.26.11.2008,janteh
35.26.11.2009,somor koneng
35.26.11.2010,paoran
35.26.11.2011,karang entang
35.26.11.2012,batah barat
35.26.11.2013,batah timur
35.26.11.2014,pandanan
35.26.11.2015,gunung sereng
35.26.11.2016,duwek buter
35.26.12,labang
35.26.12.2001,kesek
35.26.12.2002,labang
35.26.12.2003,jukong
35.26.12.2004,pangpong
35.26.12.2005,sukolilo timur
35.26.12.2006,sukolilo barat
35.26.12.2007,bringen
35.26.12.2008,ba'engas
35.26.12.2009,bunajih
35.26.12.2010,sendang laok
35.26.12.2011,sendang dajah
35.26.12.2012,petapan
35.26.12.2013,morkepek
35.26.13,tanah merah
35.26.13.2001,tanah merah dajah
35.26.13.2002,tanah merah laok
35.26.13.2003,petrah
35.26.13.2004,jangkar
35.26.13.2005,pettong
35.26.13.2006,kendaban
35.26.13.2007,dumajah
35.26.13.2008,pacentan
35.26.13.2009,baipajung
35.26.13.2010,tlomar
35.26.13.2011,rongdurin
35.26.13.2012,landak
35.26.13.2013,basanah
35.26.13.2014,poter
35.26.13.2015,patemon
35.26.13.2016,dlambah dajah
35.26.13.2017,dlambah laok
35.26.13.2018,mrecah
35.26.13.2019,buddan
35.26.13.2020,batangan
35.26.13.2021,padurungan
35.26.13.2022,pangeleyan
35.26.13.2023,kranggan barat
35.26.14,tragah
35.26.14.2001,soket laok
35.26.14.2002,soket dajah
35.26.14.2003,pamorah
35.26.14.2004,banyubeseh
35.26.14.2005,pocong
35.26.14.2006,tragah
35.26.14.2007,karang leman
35.26.14.2008,duko tambin
35.26.14.2009,keteleng
35.26.14.2010,alang alang
35.26.14.2011,kemoning
35.26.14.2012,tambin
35.26.14.2013,bajeman
35.26.14.2014,jaddung
35.26.14.2015,pacangan
35.26.14.2016,bancang
35.26.14.2017,ja'ah
35.26.14.2018,masaran
35.26.15,blega
35.26.15.2001,blega
35.26.15.2002,rosep
35.26.15.2003,nyor manes
35.26.15.2004,alas rajah
35.26.15.2005,blega oloh
35.26.15.2006,karang nangkah
35.26.15.2007,karang panasan
35.26.15.2008,karang gayam
35.26.15.2009,lomaer
35.26.15.2010,bates
35.26.15.2011,lombang laok
35.26.15.2012,lombang dajah
35.26.15.2013,karpote
